CustomerID,NumTransactions,TotalSpent,UniqueProducts
15549,3,1681.46,104
15550,4,575.63,43
15551,1,436.06,29
15552,1,90.12,17
15553,1,428.93,51
15554,1,217.2,14
15555,16,4794.86,401
15556,1,279.77,31
15557,1,468.91,16
15561,4,800.59,27
15562,1,134.55,1
15563,4,1400.44,88
15565,2,173.16,8
15567,1,186.01,7
15568,3,758.29,27
15569,5,1375.71,27
15570,12,4148.82,231
15571,4,650.4300000000001,47
15572,7,2533.42,166
15573,2,591.1899999999999,88
15574,4,675.64,131
15576,1,921.37,43
15577,3,258.88,39
15578,1,127.1,13
15579,2,327.6,45
15581,13,3675.77,134
15582,3,682.9100000000001,39
15584,4,720.86,89
15585,1,455.3,31
15587,4,913.6800000000001,3
15589,3,478.53000000000003,28
15592,1,388.58,24
15593,1,199.8,5
15594,5,1771.78,85
15596,5,1406.59,51
15597,1,324.57,22
15598,1,240.68,14
15599,2,761.74,50
15601,14,6776.56,230
15602,9,1297.8700000000001,30
15603,1,48.480000000000004,2
15604,1,216.39,17
15605,5,1198.23,61
15606,9,2920.16,48
15607,1,104.76,13
15608,4,1093.68,59
15609,1,298.48,16
15610,1,112.46000000000001,6
15611,13,1591.45,23
15612,2,195.15,4
15615,23,10399.74,184
15618,4,776.851,39
15619,1,336.40000000000003,3
15620,3,1553.18,92
15621,4,1293.03,11
15622,9,3709.56,169
15623,1,301.03,19
15624,4,588.13,26
15625,4,1534.26,44
15626,2,675.8,49
15628,9,2870.2400000000002,85
15630,2,1186.35,57
15632,8,3285.31,107
15634,1,243.55,15
15636,2,724.76,20
15637,1,223.36,15
15639,1,425.32,25
15640,15,12416.11,240
15641,4,1887.2,102
15643,3,664.0,31
15644,4,803.54,166
15645,1,612.01,50
15646,3,447.64000000000004,35
15648,2,639.5,23
15649,2,816.0,1
15651,3,646.3,27
15652,1,337.74,21
15653,2,877.4399999999999,4
15654,2,922.53,15
15655,1,560.67,34
15656,4,748.5,46
15657,1,30.0,1
15658,5,1024.1000000000001,40
15659,1,306.45,11
15660,9,1600.86,55
15661,2,309.8,4
15663,1,138.14,9
15664,1,386.43,17
15665,2,2222.21,92
15667,1,301.32,13
15668,1,76.32000000000001,1
15669,4,684.34,31
15670,1,173.05,12
15671,7,2657.13,52
15673,4,2726.23,107
15674,5,2446.6,88
15675,3,323.69,20
15676,3,3435.76,191
15677,1,657.23,33
15678,1,352.7,12
15679,4,781.28,98
15680,3,1333.68,61
15681,5,1426.16,32
15683,1,193.75,10
15687,9,2993.1,119
15689,2,254.1,8
15690,2,239.76,19
15691,1,136.8,2
15692,1,191.04,12
15694,14,6479.4,42
15695,2,409.98,22
15696,8,2711.11,140
15699,1,309.65,18
15700,2,696.68,85
15701,4,1529.0,193
15703,1,211.5,5
15704,4,2293.62,79
15705,1,143.1,6
15706,4,1060.56,50
15707,4,916.98,126
15708,7,3235.25,124
15709,1,133.25,6
15712,5,1072.3600000000001,41
15713,2,356.7,18
15714,2,330.03000000000003,34
15716,4,1101.1100000000001,101
15717,1,150.3,7
15719,13,5030.07,299
15720,1,598.73,128
15721,1,471.40000000000003,80
15722,5,2211.21,45
15723,1,190.7,37
15724,2,218.25,11
15725,1,415.25,32
15727,7,5159.06,213
15729,1,85.0,5
15730,3,1120.88,68
15732,2,294.12,13
15733,1,162.3,10
15734,2,1339.45,25
15737,8,1188.1200000000001,60
15738,16,4812.42,46
15739,1,449.12,8
15740,1,154.88,9
15743,4,775.96,59
15744,1,34.8,3
15745,4,1094.59,57
15746,1,196.88,28
15747,3,946.64,52
15748,1,144.36,19
15749,3,44534.3,5
15750,8,2463.05,214
15752,7,2626.6,236
15753,1,79.2,1
15754,3,458.57,24
15755,6,2364.25,127
15756,4,528.01,160
15757,2,714.42,43
15758,1,205.25,9
15759,3,253.04,5
15762,2,583.75,37
15763,2,1086.92,58
15764,6,3279.97,150
15766,1,315.06,11
15768,3,621.8299999999999,23
15769,26,56252.72,26
15773,1,635.6800000000001,10
15774,1,270.8,25
15775,1,104.9,7
15776,1,241.62,18
15777,4,1047.11,18
15780,3,475.28000000000003,26
15781,3,345.46,20
15782,3,2614.7400000000002,34
15783,1,246.3,14
15785,5,2328.9700000000003,58
15786,3,4919.0,257
15787,3,933.26,156
15789,1,351.3,25
15790,1,218.75,34
15791,2,1612.69,66
15793,3,965.61,6
15795,1,610.01,42
15796,8,2708.61,70
15797,4,2207.4,8
15799,3,884.14,94
15800,2,696.89,116
15801,3,1063.95,61
15802,1,451.42,1
15803,1,415.82000000000005,8
15804,13,4206.39,170
15805,17,5488.18,220
15806,3,784.58,24
15807,3,903.9,48
15808,4,3651.27,142
15809,5,515.77,31
15810,4,1391.98,66
15811,6,2218.62,117
15812,5,1801.14,36
15813,2,1303.9099999999999,40
15814,4,1945.33,63
15815,5,2100.6,33
15819,4,1905.45,96
15820,1,206.98,17
15821,2,570.96,57
15822,2,885.47,28
15823,1,15.0,1
15825,1,532.94,20
15826,3,1654.31,64
15827,14,1836.0900000000001,72
15829,2,636.14,44
15830,1,576.0,39
15831,3,794.64,63
15832,1,836.79,54
15834,4,2225.15,242
15835,4,954.09,47
15836,1,137.37,10
15837,1,391.98,24
15838,19,33643.08,54
15839,3,1048.49,56
15840,2,355.56,26
15841,4,1224.06,36
15843,1,118.95000000000002,8
15844,1,130.73999999999998,11
15845,8,3711.77,97
15847,2,389.27,22
15850,2,234.88,87
15852,2,160.71,22
15853,1,110.8,29
15854,12,2969.12,105
15855,5,712.24,59
15856,27,16143.64,295
15857,1,297.0,14
15858,5,1427.57,145
15860,8,965.16,105
15861,8,3146.92,339
15862,4,832.88,142
15863,2,68.84,18
15864,6,1936.3200000000002,16
15865,3,895.13,37
15866,1,211.89,43
15867,15,3810.14,302
15869,2,149.64,13
15870,1,351.44,68
15872,2,316.25,101
15874,7,4405.88,110
15877,2,490.33,122
15880,1,329.03000000000003,95
15881,5,501.39000000000004,26
15882,4,516.36,23
15883,2,396.48,42
15885,3,379.35,18
15886,1,181.09,12
15888,1,168.31,11
15889,2,420.07,79
15891,1,511.68,60
15894,2,258.25,35
15895,1,179.17,11
15897,2,208.59,17
15898,5,1383.83,70
15899,1,56.25,4
15900,1,337.28,44
15901,3,351.73,102
15903,7,5126.76,46
15904,1,164.68,30
15906,7,1567.69,113
15907,3,882.72,175
15909,1,191.94,7
15910,8,1228.88,215
15912,2,264.62,19
15916,8,1502.8600000000001,124
15917,1,123.1,12
15918,2,334.23,33
15919,2,525.69,103
15920,4,167.5,53
15921,1,323.03000000000003,24
15922,1,369.5,11
15923,1,127.08,21
15925,1,207.15,12
15930,1,426.63,21
15932,8,2495.87,93
15933,3,1107.46,63
15935,2,416.86,12
15937,1,145.35,7
15938,5,404.58,13
15939,15,6115.01,28
15940,1,35.8,1
15942,1,337.44,14
15944,1,325.1,6
15945,1,181.0,2
15947,1,1708.24,29
15948,2,955.24,51
15949,2,364.72,12
15950,4,1744.71,86
15951,2,708.22,36
15952,4,781.91,65
15953,8,1657.28,63
15955,14,4416.26,137
15957,1,428.89,40
15958,1,104.35,7
15963,2,470.76,26
15965,4,808.87,88
15967,2,397.68,73
15969,3,666.1,20
15970,1,314.1,11
15971,12,4199.85,10
15973,1,307.82000000000005,4
15974,7,3442.15,141
15975,1,371.01,24
15976,2,427.64,83
15977,2,1054.73,48
15978,1,1098.78,49
15980,3,2398.86,40
15981,8,3408.48,53
15983,4,1465.12,82
15984,10,2780.63,217
15985,2,1142.42,29
15986,1,168.12,14
15987,7,1432.77,110
15988,1,156.78,26
15990,2,792.11,52
15992,1,41.989999999999995,3
15993,7,2777.67,335
15994,1,414.27,31
15996,6,1032.58,103
15998,5,3080.22,370
16000,3,12393.7,9
16003,5,2735.37,82
16005,4,578.71,173
16006,1,101.4,8
16007,4,1693.81,221
16008,3,478.78,29
16009,4,972.11,68
16010,3,392.4,62
16011,16,3352.96,99
16012,3,1415.29,87
16013,47,37130.6,30
16014,3,646.83,123
16015,3,704.55,146
16016,8,1465.51,156
16017,1,211.88,26
16018,2,408.90000000000003,26
16019,9,3786.2400000000002,133
16020,3,851.01,42
16022,1,602.63,68
16023,3,719.81,90
16024,1,251.03,61
16025,1,439.65999999999997,28
16026,1,236.09,30
16027,6,934.62,11
16029,63,80850.84,44
16030,1,331.24,28
16031,2,547.9,91
16033,20,8778.82,538
16034,3,437.7,18
16036,2,758.92,55
16037,3,855.02,37
16038,3,471.78000000000003,24
16040,3,1313.55,57
16041,3,3166.4,6
16042,5,1177.47,68
16043,4,773.99,30
16045,4,1340.7,71
16048,2,256.44,8
16049,3,1074.81,248
16050,1,137.9,10
16052,1,362.06,34
16053,2,1511.95,81
16054,1,783.9,70
16055,1,134.8,8
16056,1,650.75,66
16057,7,2263.12,109
16059,6,1453.16,126
16062,4,1153.62,50
16063,1,335.32,23
16065,1,367.14,71
16066,5,1521.04,77
16070,2,852.15,32
16071,1,326.24,21
16072,1,584.3199999999999,23
16073,1,122.39999999999999,1
16076,10,2234.73,71
16078,1,79.2,1
16079,3,1352.0,18
16080,2,217.16,10
16081,5,2799.42,175
16083,2,1317.62,31
16084,1,436.18,38
16085,5,981.51,123
16086,5,1121.39,24
16091,2,315.06,16
16092,3,817.86,37
16093,1,17.0,1
16094,4,1078.23,48
16096,1,320.62,12
16097,1,185.04999999999998,10
16098,7,2005.63,34
16099,3,731.9,29
16101,1,1290.7,76
16102,3,1842.14,41
16103,6,1429.64,30
16104,1,298.21,28
16105,1,336.96,13
16106,1,108.38,6
16107,7,3204.1600000000003,16
16108,1,842.5,48
16109,2,611.88,18
16110,3,1320.95,283
16112,4,195.73999999999998,15
16113,1,161.38,30
16114,1,135.75000000000003,8
16115,8,1660.8799999999999,169
16116,1,612.78,34
16117,1,232.21,30
16119,2,423.36,14
16120,4,1309.14,26
16121,2,854.66,170
16122,4,684.4200000000001,26
16123,1,307.78,16
16124,1,249.0,11
16125,1,289.35,13
16126,4,6287.77,57
16127,1,656.25,40
16128,5,1880.22,76
16131,6,3506.54,55
16133,33,14589.04,219
16134,2,618.09,34
16135,1,517.55,21
16136,3,709.38,35
16139,3,635.41,25
16140,2,725.18,32
16141,1,620.4,30
16142,1,535.34,37
16143,6,2424.94,75
16144,1,175.2,1
16145,11,3799.4900000000002,134
16146,3,734.13,26
16147,1,375.0,22
16148,1,76.32000000000001,1
16149,2,280.52,18
16150,5,2053.02,91
16152,1,1829.04,29
16153,5,1824.23,78
16156,9,3092.04,108
16157,3,656.69,12
16159,1,348.2,14
16160,2,1025.44,20
16161,19,5533.67,286
16162,1,37.4,2
16163,2,856.6,5
16164,3,822.48,27
16168,27,3787.6,57
16169,4,1822.97,71
16170,6,1885.05,106
16171,1,73.2,3
16172,5,1140.21,52
16173,6,1418.32,70
16174,3,1009.5500000000001,19
16175,4,1037.59,45
16177,1,331.95,15
16178,1,197.9,8
16179,1,215.83,11
16180,8,10254.18,90
16181,1,305.54,11
16182,4,6617.65,17
16183,1,338.71000000000004,15
16184,6,1158.79,26
16185,2,529.41,31
16186,12,4006.94,87
16187,15,6911.4400000000005,160
16188,4,981.86,65
16189,2,215.48,9
16190,1,215.08,6
16191,13,5180.52,65
16193,1,314.45,19
16198,1,400.68100000000004,15
16200,2,1068.8700000000001,149
16201,4,1863.47,74
16202,1,365.27,18
16203,4,592.9,27
16204,1,384.18,45
16205,4,757.63,73
16206,4,537.0600000000001,52
16207,1,394.38,19
16208,2,664.26,61
16209,5,2262.62,37
16210,18,21086.3,74
16211,1,547.02,23
16212,2,690.34,40
16213,1,159.0,6
16214,3,1062.75,36
16215,1,242.35,14
16216,1,914.9300000000001,37
16217,2,304.25,13
16218,7,3084.68,56
16221,3,860.86,90
16222,1,773.5500000000001,120
16224,4,1295.3,90
16225,5,1096.32,109
16226,3,255.12,6
16227,1,314.22,6
16229,2,1010.6,46
16230,2,542.03,32
16232,4,990.88,24
16233,3,536.6800000000001,22
16235,5,867.31,42
16236,1,432.2,20
16239,2,414.2,18
16240,2,3718.8,126
16241,13,2590.31,347
16242,7,3579.86,184
16243,2,409.1,49
16244,2,1522.75,88
16245,3,1413.66,80
16247,1,114.56,16
16248,1,152.94,7
16249,5,1800.07,67
16250,2,389.44,22
16253,2,3683.86,114
16255,8,2619.91,146
16256,1,752.4300000000001,13
16257,1,46.95,2
16258,5,5203.51,111
16260,1,1035.45,18
16261,4,728.54,98
16265,9,5447.0,164
16266,7,861.89,44
16268,2,667.65,45
16270,1,1141.24,54
16271,5,1404.64,89
16272,1,411.7,25
16274,1,351.75,64
16275,1,559.87,33
16276,1,810.6000000000001,6
16278,1,566.38,23
16279,3,1502.78,102
16281,1,2062.06,17
16282,1,168.3,11
16283,5,1570.81,117
16284,2,812.68,87
16287,1,142.5,8
16292,1,302.25,17
16293,10,2248.9900000000002,102
16295,4,1328.55,70
16297,1,301.9,20
16298,3,598.2,22
16302,1,233.22,11
16303,3,5360.63,119
16305,1,361.21999999999997,22
16306,6,632.27,36
16308,4,2560.0,1
16309,2,706.57,39
16311,2,616.26,35
16313,2,274.15000000000003,16
16315,1,226.37,14
16316,8,2938.91,120
16317,3,1341.65,64
16318,1,328.15,19
16319,1,404.40000000000003,3
16320,2,1038.46,56
16321,5,373.65000000000003,7
16322,2,326.75,28
16323,1,207.50000000000003,1
16324,3,408.59000000000003,100
16325,3,594.24,14
16326,14,3039.2200000000003,158
16327,6,3820.27,142
16330,3,251.91,39
16332,7,1582.8,125
16333,22,26626.8,9
16337,1,151.05,10
16338,1,214.79999999999998,11
16339,1,94.05,17
16340,1,534.31,124
16341,4,1971.87,60
16342,4,322.41,10
16343,2,328.58,29
16344,1,101.10000000000001,1
16345,1,565.46,35
16347,2,847.45,61
16348,7,1415.65,157
16349,1,53.5,9
16350,4,1116.47,40
16351,1,153.9,8
16352,2,494.44,28
16353,23,6675.71,51
16354,2,395.8,38
16356,3,211.77,20
16357,3,658.88,31
16358,4,2027.5,82
16359,9,1750.92,39
16360,6,3450.41,365
16361,4,891.21,87
16362,5,709.99,58
16363,1,109.36000000000001,5
16364,2,705.79,48
16365,9,1540.42,45
16366,1,327.3,18
16367,2,800.67,123
16368,2,479.91,58
16369,3,1545.41,91
16370,4,1301.91,143
16372,2,355.73,86
16374,2,466.73,101
16376,2,974.96,104
16377,1,676.2,5
16378,3,362.95,22
16379,4,2157.4,87
16380,1,1743.1499999999999,28
16383,2,643.76,80
16384,2,584.5,33
16385,3,554.86,52
16386,2,302.57,76
16387,1,94.36,4
16389,4,1382.07,33
16392,1,217.89,41
16393,13,3040.96,120
16394,5,1555.34,61
16395,5,1482.06,150
16398,2,1705.8,75
16399,2,408.02,68
16400,1,303.93,28
16401,12,4098.32,66
16402,2,293.45,55
16403,1,177.5,10
16404,1,443.05,23
16405,2,167.25,3
16406,1,154.35,54
16407,10,2079.68,99
16409,5,2022.98,145
16411,2,211.7,41
16412,1,135.99,25
16413,1,262.2,30
16414,2,126.25,5
16415,1,200.27,45
16416,3,1051.4,59
16418,3,631.12,76
16419,6,958.71,36
16422,51,34684.4,68
16423,1,346.12,18
16424,1,133.56,5
16425,1,302.7,21
16426,10,1863.76,211
16427,2,241.06,8
16429,1,284.55,2
16430,1,300.85,6
16431,3,623.28,51
16432,1,287.4,8
16433,1,184.26,17
16434,7,1511.8,88
16438,5,798.35,74
16440,5,3640.67,186
16441,2,381.2,22
16442,3,609.3,161
16444,4,654.67,68
16445,1,230.51,62
16446,2,168472.5,3
16447,1,255.91,34
16448,1,182.99,19
16449,2,707.69,40
16450,1,311.92,11
16451,1,266.97,14
16454,2,6.9,2
16455,7,1841.18,69
16456,5,2158.18,80
16457,1,208.36,9
16458,18,3482.7400000000002,52
16460,3,811.23,128
16461,1,142.92,31
16462,3,136.0,1
16463,4,1422.4,74
16464,3,1298.66,152
16466,7,1595.96,103
16468,1,74.9,2
16469,4,625.42,148
16470,4,752.77,120
16471,1,223.95000000000002,13
16473,3,316.11,18
16474,7,1810.65,237
16475,4,544.3,23
16477,7,2494.46,111
16478,3,331.0,15
16479,2,300.83,35
16480,1,769.29,51
16482,1,220.62,18
16483,1,139.35,19
16484,2,404.3,25
16485,1,363.65,41
16488,3,498.8,28
16491,1,731.5,39
16493,4,1351.63,40
16494,1,826.53,47
16495,3,648.26,78
16496,3,1599.52,92
16497,6,2965.69,128
16498,2,100.97,15
16499,2,365.45,18
16500,6,400.86,8
16503,4,1431.93,71
16504,1,465.88,76
16505,1,777.6,4
16506,2,90.30000000000001,3
16509,1,363.7,13
16510,1,248.1,13
16511,3,918.33,135
16513,4,874.59,33
16515,5,1624.14,89
16516,1,101.69999999999999,6
16517,1,162.7,17
16518,2,484.32,36
16519,2,215.07999999999998,13
16520,3,1046.57,129
16523,21,9418.470000000001,151
16525,26,13027.45,75
16526,1,290.36,15
16527,1,228.06,14
16528,1,244.41,17
16529,1,455.25,30
16531,7,1244.59,68
16532,3,6748.8,2
16533,3,1082.81,112
16535,1,593.75,31
16536,1,548.12,49
16539,4,1388.81,36
16542,1,119.62,5
16545,1,339.3,3
16546,2,787.15,25
16549,10,4034.9,445
16550,5,2298.97,162
16551,3,922.12,26
16552,2,379.73,17
16553,12,5719.82,62
16554,3,837.1,51
16555,2,285.89,15
16556,7,3313.79,144
16557,2,281.85,11
16558,20,8338.49,264
16560,2,841.41,52
16561,2,511.12,29
16563,1,1077.74,19
16565,1,173.7,3
16566,5,614.66,14
16567,2,865.6,34
16569,1,124.2,5
16570,10,3738.4,68
16571,3,1421.69,73
16572,3,1009.6,40
16573,2,663.61,40
16574,1,451.44,28
16581,1,105.84,9
16582,1,313.62,6
16583,1,233.45,14
16584,2,936.08,25
16586,1,463.95,8
16587,1,225.15,13
16589,3,459.24,31
16591,1,213.5,10
16592,16,4113.68,142
16593,3,330.03,24
16594,1,181.09,53
16595,1,360.16,83
16596,2,250.15,12
16597,1,90.04,7
16598,1,145.04999999999998,10
16600,6,813.52,50
16601,1,242.7,29
16602,1,528.08,29
16603,2,482.47,34
16607,14,3347.71,140
16609,7,5493.46,155
16610,1,75.66,6
16611,1,129.49,9
16612,4,1187.66,48
16613,1,618.59,30
16614,1,506.19,26
16616,2,500.42,31
16617,1,151.85,5
16618,5,2647.59,79
16619,1,226.21,14
16620,2,178.96,9
16621,4,813.48,22
16623,1,129.45,5
16624,2,810.5699999999999,44
16625,1,333.08,23
16626,17,4413.1,86
16627,1,322.8,20
16628,5,2188.05,79
16629,2,408.63,58
16633,6,2883.1,115
16634,2,217.9,9
16637,4,1154.47,66
16638,10,1680.72,92
16639,3,1257.51,48
16641,1,231.10000000000002,12
16642,2,688.33,32
16643,1,487.51,27
16644,2,833.78,62
16647,2,214.06,12
16648,1,290.65999999999997,19
16650,1,518.42,24
16652,7,6773.97,74
16653,2,1212.66,67
16654,4,601.27,29
16655,6,3789.52,208
16656,15,8625.8,14
16657,4,874.43,158
16658,1,123.24,8
16659,1,39.12,2
16660,4,1267.6499999999999,16
16665,1,135.39999999999998,9
16666,1,118.98,32
16667,2,567.1800000000001,52
16668,6,306.71999999999997,9
16669,3,1348.88,141
16670,11,4095.9,179
16671,3,1692.27,3
16672,20,8134.9400000000005,22
16674,2,304.24,89
16676,4,1592.1200000000001,75
16678,12,3109.99,92
16679,1,129.75,3
16680,1,183.7,10
16681,6,1770.34,18
16682,5,1028.0,15
16684,28,66653.56,119
16685,2,324.24,60
16686,7,2959.88,406
16688,4,1260.86,52
16689,2,422.59999999999997,12
16690,2,225.57999999999998,10
16692,2,1276.0,2
16693,2,477.86,58
16696,4,657.9000000000001,7
16697,1,112.75,20
16698,2,1998.0,4
16700,13,5076.55,159
16701,13,5398.3,99
16705,20,14034.99,133
16706,3,531.35,108
16708,1,656.63,27
16709,5,3029.87,64
16710,10,2467.99,268
16711,5,1651.03,18
16712,11,3611.31,259
16713,15,6910.78,338
16714,3,1129.06,77
16715,1,301.71999999999997,19
16716,2,901.2,1
16717,6,3843.08,176
16718,1,606.0500000000001,41
16719,7,1770.22,107
16720,1,152.95,25
16721,1,292.47,37
16722,13,4730.81,96
16723,2,576.4,37
16725,7,758.27,110
16726,5,1358.74,121
16727,1,256.32,41
16728,4,1048.28,218
16729,21,7205.33,234
16730,3,743.11,75
16732,1,603.75,28
16734,3,646.76,44
16735,5,2247.41,88
16737,1,417.59999999999997,1
16738,1,3.75,1
16739,1,323.0,13
16742,1,464.9,1
16743,7,2213.13,89
16744,7,1291.91,198
16745,17,7180.7,148
16746,18,6680.11,234
16747,2,836.06,34
16748,5,1515.9,42
16750,5,623.93,74
16751,1,1764.72,24
16752,1,207.5,9
16753,1,223.92000000000002,34
16754,1,2002.4,2
16755,3,1475.43,133
16756,1,239.4,13
16757,1,106.83000000000001,7
16758,1,369.34000000000003,22
16759,3,789.79,40
16761,1,316.62,13
16762,3,1207.24,51
16763,1,611.85,23
16764,13,2790.9500000000003,209
16765,1,34.0,1
16766,2,1145.6,17
16767,11,5575.56,148
16768,3,478.09000000000003,47
16769,1,361.54,33
16770,5,757.1,116
16771,5,2242.61,200
16773,1,171.59,23
16774,4,661.52,36
16775,11,1691.51,84
16776,1,371.54,61
16777,2,222.62,45
16778,2,245.94,16
16779,22,10611.720000000001,161
16780,2,422.24,51
16781,1,311.25,17
16782,13,2267.9500000000003,103
16784,1,107.6,3
16788,2,594.39,138
16789,1,80.8,5
16790,6,1545.6200000000001,88
16791,7,1705.78,218
16792,2,110.38000000000001,11
16793,1,243.84,16
16794,10,1196.5,142
16795,1,414.88,64
16796,1,305.62,18
16800,1,1162.65,148
16801,4,1594.23,72
16803,1,332.3,24
16804,3,536.99,59
16805,2,460.59,94
16806,4,762.16,68
16807,3,1121.59,57
16808,2,288.42,21
16809,5,914.69,79
16810,1,309.54,15
16811,2,547.07,26
16812,1,479.35,15
16813,10,1652.18,248
16814,21,6416.7,122
16816,4,417.06,28
16817,9,1604.75,73
16818,11,3349.57,172
16820,1,497.61,26
16823,1,358.38,34
16824,2,460.64,23
16825,2,775.1800000000001,27
16826,1,341.7,22
16828,2,128.5,8
16829,1,197.22,11
16830,1,325.91,23
16832,3,199.15,11
16833,4,1106.53,46
16834,1,413.46,24
16835,2,180.85,10
16836,2,251.87,11
16837,11,3170.98,123
16838,2,588.85,24
16839,34,16594.35,114
16841,6,1869.82,101
16842,3,1264.19,45
16843,16,10196.57,226
16846,1,214.32,11
16847,1,193.44,12
16848,1,281.42,14
16849,1,124.57,8
16850,1,332.41,19
16851,3,342.45,17
16852,2,144.91000000000003,9
16855,2,328.4,19
16856,1,35.400000000000006,2
16858,1,375.69000000000005,9
16859,2,747.81,50
16861,2,173.76,6
16863,2,502.8,25
16866,3,207.73999999999998,10
16869,4,817.12,113
16871,6,2812.34,131
16872,3,680.02,5
16873,6,7123.62,179
16875,5,2095.53,93
16877,6,846.62,111
16878,1,13.3,3
16880,7,1491.43,121
16881,1,432.0,1
16882,3,705.12,39
16883,2,272.48,33
16884,2,429.84000000000003,26
16885,3,450.41,82
16887,1,192.32999999999998,35
16889,3,1578.67,112
16891,5,742.43,166
16892,5,518.19,87
16893,1,145.93,44
16895,1,202.27,57
16897,2,289.78,37
16898,3,501.03,150
16899,6,1271.06,80
16900,3,887.11,78
16902,1,1706.88,43
16903,1,363.2,50
16904,16,3653.75,387
16905,7,3037.6,117
16906,4,559.59,74
16907,5,928.76,89
16909,1,379.14,18
16910,8,1508.96,318
16912,11,2555.58,88
16913,1,113.44,8
16914,1,183.76,25
16915,6,621.6800000000001,46
16916,2,562.41,129
16917,1,391.52,9
16918,6,1068.82,97
16919,11,2592.25,141
16921,1,154.18,50
16923,19,7069.08,313
16924,3,829.89,69
16926,1,230.25,14
16927,3,543.05,5
16928,17,2814.7,69
16929,7,1295.39,51
16930,3,378.89,47
16931,21,4554.87,448
16932,1,150.23000000000002,44
16933,2,563.23,42
16934,2,931.03,59
16936,1,261.9,56
16938,4,2711.6800000000003,212
16940,3,3049.88,226
16942,9,1904.99,159
16943,3,816.73,23
16945,19,4345.5,137
16947,1,406.48,21
16948,3,435.02,15
16949,6,1286.27,57
16950,3,1178.56,39
16951,3,1277.75,73
16952,2,167.61,16
16953,1,20.8,1
16954,9,2085.08,40
16955,4,518.67,18
16956,1,308.74,16
16957,2,416.64,15
16959,1,117.35000000000001,7
16960,3,507.05,92
16961,1,234.17,14
16963,1,110.55000000000001,7
16965,1,201.19,26
16966,7,2154.97,8
16967,1,319.02,21
16968,2,439.43,31
16969,3,650.41,42
16971,1,357.21,40
16976,1,251.51999999999998,2
16978,1,344.33,39
16979,6,1852.0,64
16980,2,1028.46,71
16982,1,384.06,22
16983,7,1905.87,112
16984,2,4459.52,354
16985,10,5464.12,62
16986,2,1873.2,3
16987,7,1616.8,74
16988,1,126.12,7
16989,6,1133.25,7
16990,1,179.0,1
16992,5,1614.31,84
16996,6,1456.96,13
16997,3,702.0,7
16998,4,295.0,1
16999,2,484.82,21
17001,11,3989.57,75
17002,3,1493.73,41
17004,2,1312.1399999999999,38
17006,4,781.78,37
17007,6,889.9300000000001,50
17010,1,195.36,11
17011,1,270.9,15
17014,3,583.4300000000001,63
17015,3,1838.6100000000001,182
17017,20,8694.26,88
17018,2,920.1,15
17019,4,1258.08,166
17022,1,71.0,7
17024,3,95.85,2
17025,3,357.77,8
17026,2,154.82999999999998,4
17027,6,877.5600000000001,110
17029,2,716.0,1
17030,1,146.87,11
17031,2,380.35,19
17033,3,1030.14,24
17034,3,745.52,28
17035,2,433.53000000000003,27
17037,1,1267.32,75
17038,1,112.4,22
17040,1,449.73,15
17041,3,1071.49,59
17042,5,1036.58,74
17043,4,1735.18,100
17044,1,948.48,6
17045,3,339.44,20
17046,1,642.02,22
17047,3,1100.9,59
17048,3,925.35,41
17049,9,5655.03,201
17050,6,3185.64,169
17051,1,240.89000000000001,40
17052,1,399.09,72
17053,1,498.48,13
17054,5,1356.33,64
17058,3,1179.89,51
17059,5,3080.39,292
17060,1,234.24,5
17061,11,5232.2300000000005,57
17062,4,533.33,52
17063,7,1461.14,66
17064,3,855.45,53
17068,21,4552.14,116
17069,9,2709.7000000000003,111
17070,1,304.24,62
17071,9,2429.03,102
17073,4,1446.09,142
17075,4,834.12,62
17076,3,841.0799999999999,17
17078,2,378.2,28
17079,1,118.80000000000001,2
17080,2,287.62,8
17081,2,288.91,55
17082,2,2003.85,75
17083,3,1405.78,24
17084,2,2747.9900000000002,146
17085,5,1562.4,115
17086,6,2050.08,76
17088,4,1991.01,96
17090,7,1974.65,45
17091,9,3827.76,119
17092,4,1774.03,99
17094,1,302.0,14
17095,3,1324.16,69
17096,4,1022.13,46
17097,8,954.42,153
17100,2,971.74,65
17101,4,1621.73,28
17102,1,25.5,1
17105,2,665.78,80
17107,6,10797.48,269
17109,6,881.29,107
17110,1,163.29999999999998,12
17111,1,231.61,29
17114,8,801.12,85
17115,3,837.5,33
17117,1,116.19999999999999,9
17118,1,157.02,10
17119,2,606.91,35
17120,1,307.46,18
17122,1,138.32,7
17123,1,345.29999999999995,9
17124,1,294.24,31
17125,1,230.5,34
17126,5,989.45,187
17128,1,157.09,14
17131,5,2463.17,78
17133,7,4892.240000000001,13
17134,2,413.2,21
17135,7,1139.73,34
17138,1,380.5,24
17139,12,10650.77,309
17140,1,454.12,16
17142,1,579.0,15
17144,2,984.57,42
17146,3,749.78,33
17147,4,1714.59,68
17148,1,124.88,9
17152,3,1689.5,9
17153,1,213.78,14
17154,1,329.34,23
17155,2,251.70000000000002,19
17157,2,319.0,11
17158,3,1266.97,53
17159,3,1538.88,96
17160,6,3518.03,111
17162,10,1715.46,81
17163,2,293.1,3
17164,7,2467.35,92
17165,1,158.68,10
17166,2,206.34,11
17169,2,835.78,51
17171,1,224.91,16
17172,1,317.76,15
17173,8,3766.6,36
17174,1,59.9,4
